seqName	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	coverage
KF512621		15625	bad	1623	24228	24785	0.01815342572711302
KF512619		12100	bad	1602	24228	24785	0.01815342572711302
KF512620		12100	bad	1602	24228	24785	0.01815342572711302
KF512624		15625	bad	1623	24228	24785	0.01815342572711302
KF512625		12100	bad	1602	24228	24785	0.01815342572711302
KF512623		13225	bad	1602	24228	24785	0.01815342572711302
KF512627		12100	bad	1594	24228	24785	0.01815342572711302
KF512626		12100	bad	1602	24228	24785	0.01815342572711302
KF512628		15625	bad	1623	24228	24785	0.01815342572711302
KF512629		15625	bad	1623	24228	24785	0.01815342572711302
KF512630		12100	bad	1598	24228	24785	0.01815342572711302
KF512632		12100	bad	1598	24228	24785	0.01815342572711302
KF512631		13225	bad	1598	24228	24785	0.01815342572711302
KF512633		12100	bad	1594	24228	24785	0.01815342572711302
KF512634		13225	bad	1602	24228	24785	0.01815342572711302
KF512637		12100	bad	1594	24228	24785	0.01815342572711302
KF512635		12100	bad	1598	24228	24785	0.01815342572711302
KF512636		12100	bad	1602	24228	24785	0.01815342572711302
KF512641		13225	bad	1598	24228	24785	0.01815342572711302
KF512638		12100	bad	1590	24228	24785	0.01815342572711302
KF512642		12100	bad	1594	24228	24785	0.01815342572711302
KF512639		12100	bad	1602	24228	24785	0.01815342572711302
KF512640		12100	bad	1598	24228	24785	0.01815342572711302
KF512646		13225	bad	1602	24228	24785	0.01815342572711302
KF512643		12100	bad	1602	24228	24785	0.01815342572711302
KF512644		15625	bad	1554	24228	24785	0.01815342572711302
KF512645		12100	bad	1602	24228	24785	0.01815342572711302
KF512647		12100	bad	1594	24228	24785	0.01815342572711302
KF512648		12100	bad	1602	24228	24785	0.01815342572711302
KF512651		13225	bad	1590	24228	24785	0.01815342572711302
KF512649		12100	bad	1598	24228	24785	0.01815342572711302
KF512650		13225	bad	1602	24228	24785	0.01815342572711302
KF512652		13225	bad	1598	24228	24785	0.01815342572711302
KF512653		11025	bad	1586	24228	24785	0.01815342572711302
KF512654		12100	bad	1602	24228	24785	0.01815342572711302
KF512655		13225	bad	1598	24228	24785	0.01815342572711302
KF512656		13225	bad	1598	24228	24785	0.01815342572711302
KF512658		13225	bad	1602	24228	24785	0.01815342572711302
KF512657		12100	bad	1602	24228	24785	0.01815342572711302
KF512659		13225	bad	1598	24228	24785	0.01815342572711302
KF512660		13225	bad	1602	24228	24785	0.01815342572711302
KF512661		13225	bad	1602	24228	24785	0.01815342572711302
KF512663		13225	bad	1602	24228	24785	0.01815342572711302
KF512662		13225	bad	1602	24228	24785	0.01815342572711302
KF524845		12104	bad	1088	26141	26689	0.017860628537966036
KF524844		12104	bad	1104	26139	26719	0.018901685210488645
KF524842		1600	bad	613	14930	15144	0.006994599518511289
KF524846		12100	bad	1088	26139	26526	0.012622812154336652
KF524838		2025	bad	593	14944	15150	0.006734335350380636
KF524847		11025	bad	1045	26154	26524	0.012069750797059015
KF524848		11025	bad	1048	26154	26525	0.012102283818075347
KF524849		9025	bad	1028	26150	26525	0.012232415902140673
KF524855		8100	bad	1208	29389	29804	0.013533736742793935
KF524851		13225	bad	1166	26112	26525	0.013468670700761272
KF524850		12100	bad	1083	26142	26526	0.012525213091287657
KF524852		13225	bad	1166	26112	26525	0.013468670700761272
KF524854		8100	bad	1217	29386	29804	0.01363133580584293
KF524856		9025	bad	1214	29387	29804	0.0135988027848266
KF524859		6400	bad	1117	29391	29785	0.012850543301450973
KF524858		7225	bad	1187	29396	29804	0.013306005595679614
KF524857		9025	bad	1213	29386	29804	0.01363133580584293
KF530066		103124029	bad	90666	34	30613	0.9948597826794197
KF530059		94965063.751025	bad	88816	87	30613	0.9385125902791334
KF530061		103022504	bad	90677	21	30613	0.995282711952632
KF530060		103124029	bad	90781	21	30613	0.995282711952632
KF530062		94284152.302500	bad	88736	39	30613	0.9332097078534712
KF530065		102921029	bad	90693	21	30613	0.995282711952632
KF530063		102515641	bad	90764	21	30613	0.995282711952632
KF530064		103530629	bad	90697	21	30613	0.995282711952632
KF530068		104448404	bad	90705	21	30613	0.995282711952632
KF530073		103022504	bad	90689	21	30613	0.995282711952632
KF530069		104960029	bad	90734	21	30613	0.995282711952632
KF530067		105267600	bad	91034	8	30627	0.9961611035200729
KF530071		105062500	bad	90945	21	30613	0.995282711952632
KF530070		104346229	bad	90731	21	30613	0.995282711952632
KF530072		103530629	bad	90661	21	30613	0.995282711952632
KF530074		103632404	bad	90696	24	30629	0.9957056412258443
KF530076		105062500	bad	91041	7	30627	0.9961936365410892
KF530079		105165025	bad	90961	21	30613	0.995282711952632
KF530078		103530629	bad	90662	34	30617	0.994989914763485
KF530075		103530629	bad	90625	21	30613	0.995282711952632
KF530081		104448404	bad	90738	22	30613	0.9952501789316156
KF530080		103530629	bad	90669	21	30613	0.995282711952632
KF530077		103022504	bad	90765	21	30613	0.995282711952632
KF530082		105370225	bad	90969	21	30613	0.995282711952632
KF530083		103022504	bad	90765	21	30613	0.995282711952632
KF530085		102921029	bad	90729	29	30613	0.9950224477845012
KF530087		103225604	bad	90769	21	30613	0.995282711952632
KF530084		104244104	bad	90759	21	30612	0.9952501789316156
KF530088		105575625	bad	90957	21	30613	0.995282711952632
KF530086		103022504	bad	90765	21	30613	0.995282711952632
KF530089		105575625	bad	91055	7	30629	0.9962587025831219
KF530091		105062500	bad	91041	7	30627	0.9961936365410892
KF530090		103632404	bad	90653	21	30613	0.995282711952632
KF530092		103530629	bad	90633	21	30613	0.995282711952632
KF530095		105370225	bad	90997	11	30627	0.9960635044570239
KF530093		98010014.176100	bad	89441	115	30613	0.9552020300605114
KF572627		93029	bad	3694	22355	23629	0.04147960179582276
KF572629		93029	bad	3686	22355	23629	0.04147960179582276
KF572628		93029	bad	3694	22355	23629	0.04147960179582276
KF530094		105370225	bad	90969	21	30613	0.995282711952632
KF572630		93029	bad	3694	22355	23629	0.04147960179582276
KF572631		93029	bad	3698	22355	23629	0.04147960179582276
KF572632		93029	bad	3686	22355	23629	0.04147960179582276
KF572635		93029	bad	3698	22355	23629	0.04147960179582276
KF572633		93029	bad	3694	22355	23629	0.04147960179582276
KF572634		93029	bad	3694	22355	23629	0.04147960179582276
KF530096		105165025	bad	90950	24	30627	0.9956405751838115
KF530097		103632404	bad	90649	21	30613	0.995282711952632
KF572637		93029	bad	3698	22355	23629	0.04147960179582276
KF572636		93029	bad	3698	22355	23629	0.04147960179582276
KF572638		93029	bad	3686	22355	23629	0.04147960179582276
KF572642		93029	bad	3690	22355	23629	0.04147960179582276
KF530099		104448404	bad	90778	21	30613	0.995282711952632
KF572639		93029	bad	3690	22355	23629	0.04147960179582276
KF572641		93029	bad	3690	22355	23629	0.04147960179582276
KF572640		93029	bad	3690	22355	23629	0.04147960179582276
KF572643		93029	bad	3690	22355	23629	0.04147960179582276
KF530098		104550629	bad	90774	21	30613	0.995282711952632
KF572645		93029	bad	3686	22355	23629	0.04147960179582276
KF572646		93029	bad	3690	22355	23629	0.04147960179582276
KF572647		93029	bad	3694	22355	23629	0.04147960179582276
KF572644		93029	bad	3682	22355	23629	0.04147960179582276
KF572648		93029	bad	3698	22355	23629	0.04147960179582276
KF572649		93029	bad	3690	22355	23629	0.04147960179582276
KF572650		96104	bad	3702	22355	23629	0.04147960179582276
KF572651		93029	bad	3698	22355	23629	0.04147960179582276
KF572652		93029	bad	3694	22355	23629	0.04147960179582276
KF572654		96104	bad	3702	22355	23629	0.04147960179582276
KF572653		96104	bad	3714	22355	23629	0.04147960179582276
KF572655		99229	bad	3706	22355	23629	0.04147960179582276
KF572657		96104	bad	3710	22355	23629	0.04147960179582276
KF572656		96104	bad	3710	22355	23629	0.04147960179582276
KF572660		93029	bad	3694	22355	23629	0.04147960179582276
KF572662		93029	bad	3690	22355	23629	0.04147960179582276
KF572659		96104	bad	3698	22355	23629	0.04147960179582276
KF572658		99229	bad	3714	22355	23629	0.04147960179582276
KF572661		96104	bad	3718	22355	23629	0.04147960179582276
KF572663		93029	bad	3694	22355	23629	0.04147960179582276
KF572667		96104	bad	3706	22355	23629	0.04147960179582276
KF572666		96104	bad	3718	22355	23629	0.04147960179582276
KF572665		96104	bad	3718	22355	23629	0.04147960179582276
KF572664		93029	bad	3722	22355	23629	0.04147960179582276
KF572669		96104	bad	3710	22355	23629	0.04147960179582276
KF572668		99229	bad	3706	22355	23629	0.04147960179582276
KF572670		93029	bad	3690	22355	23629	0.04147960179582276
KF572672		93029	bad	3722	22355	23629	0.04147960179582276
KF572671		93029	bad	3722	22355	23629	0.04147960179582276
KF572673		93029	bad	3690	22355	23629	0.04147960179582276
KF572679		93029	bad	3698	22355	23629	0.04147960179582276
KF572678		93029	bad	3698	22355	23629	0.04147960179582276
KF572674		93029	bad	3698	22355	23629	0.04147960179582276
KF572675		93029	bad	3698	22355	23629	0.04147960179582276
KF572676		93029	bad	3694	22355	23629	0.04147960179582276
KF572677		93029	bad	3698	22355	23629	0.04147960179582276
KF572683		93029	bad	3698	22355	23629	0.04147960179582276
KF572680		93029	bad	3698	22355	23629	0.04147960179582276
KF572682		93029	bad	3698	22355	23629	0.04147960179582276
KF572681		93029	bad	3698	22355	23629	0.04147960179582276
KF572685		93029	bad	3698	22355	23629	0.04147960179582276
KF572684		93029	bad	3694	22355	23629	0.04147960179582276
KF572687		93029	bad	3698	22355	23629	0.04147960179582276
KF572686		93029	bad	3698	22355	23629	0.04147960179582276
KF572688		93029	bad	3698	22355	23629	0.04147960179582276
KF572690		93029	bad	3698	22355	23629	0.04147960179582276
KF572691		93029	bad	3698	22355	23629	0.04147960179582276
KF572689		93029	bad	3698	22355	23629	0.04147960179582276
KF572692		93029	bad	3698	22355	23629	0.04147960179582276
KF572693		93029	bad	3698	22355	23629	0.04147960179582276
KF572694		93029	bad	3698	22355	23629	0.04147960179582276
KF572695		93029	bad	3694	22355	23629	0.04147960179582276
KF572697		93029	bad	3698	22355	23629	0.04147960179582276
KF572698		93029	bad	3698	22355	23629	0.04147960179582276
KF572696		93029	bad	3694	22355	23629	0.04147960179582276
KF572705		93029	bad	3690	22355	23629	0.04147960179582276
KF572704		93029	bad	3698	22355	23629	0.04147960179582276
KF572699		93029	bad	3698	22355	23629	0.04147960179582276
KF572700		93029	bad	3694	22355	23629	0.04147960179582276
KF572702		93029	bad	3690	22355	23629	0.04147960179582276
KF572701		93029	bad	3698	22355	23629	0.04147960179582276
KF572703		93029	bad	3694	22355	23629	0.04147960179582276
KF572708		55225	bad	3993	29104	30450	0.043821979308998636
KF572707		93029	bad	3690	22355	23629	0.04147960179582276
KF572709		55225	bad	3981	29104	30450	0.043821979308998636
KF572706		93029	bad	3698	22355	23629	0.04147960179582276
KF572714		55225	bad	3993	29104	30450	0.043821979308998636
KF572712		55225	bad	3993	29104	30450	0.043821979308998636
KF572710		57600	bad	3985	29104	30450	0.043821979308998636
KF572713		55225	bad	3993	29104	30450	0.043821979308998636
KF572715		55225	bad	3989	29104	30450	0.043821979308998636
KF572711		55225	bad	3993	29104	30450	0.043821979308998636
KF572718		55225	bad	3989	29104	30450	0.043821979308998636
KF572722		57600	bad	3989	29104	30450	0.043821979308998636
KF572716		55225	bad	3993	29104	30450	0.043821979308998636
KF572717		55225	bad	3993	29104	30450	0.043821979308998636
KF572723		55225	bad	3993	29104	30450	0.043821979308998636
KF572719		55225	bad	3993	29104	30450	0.043821979308998636
KF572721		55225	bad	3989	29104	30450	0.043821979308998636
KF572720		55225	bad	3993	29104	30450	0.043821979308998636
KF572724		57600	bad	3977	29104	30450	0.043821979308998636
KF572725		57600	bad	3973	29104	30450	0.043821979308998636
KF572727		57600	bad	3977	29104	30450	0.043821979308998636
KF572726		57600	bad	3989	29104	30450	0.043821979308998636
KF572731		57600	bad	3985	29104	30450	0.043821979308998636
KF572733		55225	bad	3989	29104	30450	0.043821979308998636
KF572732		55225	bad	3993	29104	30450	0.043821979308998636
KF572729		57600	bad	3977	29104	30450	0.043821979308998636
KF572728		57600	bad	3989	29104	30450	0.043821979308998636
KF572730		55225	bad	3973	29104	30450	0.043821979308998636
KF572736		55225	bad	3993	29104	30450	0.043821979308998636
KF572737		55225	bad	3993	29104	30450	0.043821979308998636
KF572734		55225	bad	3993	29104	30450	0.043821979308998636
KF572735		55225	bad	3989	29104	30450	0.043821979308998636
KF572739		60025	bad	3961	29104	30450	0.043821979308998636
KF572738		60025	bad	3985	29104	30450	0.043821979308998636
KF572740		60025	bad	3981	29104	30450	0.043821979308998636
KF572741		57600	bad	3981	29104	30450	0.043821979308998636
KF572742		60025	bad	3985	29104	30450	0.043821979308998636
KF572743		57600	bad	3985	29104	30450	0.043821979308998636
KF572746		60025	bad	3945	29104	30450	0.043821979308998636
KF572744		57600	bad	3985	29104	30450	0.043821979308998636
KF572745		65025	bad	3953	29104	30450	0.043821979308998636
