seqName	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	coverage
KF512589		0	good	1641	30022	30580	0.018185958748129352
KF512588		0	good	1637	30022	30580	0.018185958748129352
KF512587		0	good	1641	30022	30580	0.018185958748129352
KF512591		0	good	1641	30022	30580	0.018185958748129352
KF512592		0	good	1641	30022	30580	0.018185958748129352
KF512590		0	good	1641	30022	30580	0.018185958748129352
KF512594		0	good	1641	30022	30580	0.018185958748129352
KF512593		0	good	1641	30022	30580	0.018185958748129352
KF512595		0	good	1641	30022	30580	0.018185958748129352
KF512596		0	good	1641	30022	30580	0.018185958748129352
KF512601		0	good	1645	30022	30580	0.018185958748129352
KF512597		0	good	1637	30022	30580	0.018185958748129352
KF512599		0	good	1641	30022	30580	0.018185958748129352
KF512598		0	good	1641	30022	30580	0.018185958748129352
KF512600		0	good	1633	30022	30580	0.018185958748129352
KF512602		0	good	1633	30022	30580	0.018185958748129352
KF512606		0	good	1653	30022	30580	0.018185958748129352
KF512608		0	good	1641	30022	30580	0.018185958748129352
KF512605		0	good	1649	30022	30580	0.018185958748129352
KF512607		0	good	1641	30022	30580	0.018185958748129352
KF512603		0	good	1641	30022	30580	0.018185958748129352
KF512609		0	good	1641	30022	30580	0.018185958748129352
KF512604		0	good	1641	30022	30580	0.018185958748129352
KF512610		0	good	1641	30022	30580	0.018185958748129352
KF512612		0	good	1637	30022	30580	0.018185958748129352
KF512613		0	good	1677	30022	30580	0.018185958748129352
KF512611		0	good	1641	30022	30580	0.018185958748129352
KF512615		0	good	1623	24228	24785	0.01815342572711302
KF512614		0	good	1623	24228	24785	0.01815342572711302
KF512616		0	good	1594	24228	24785	0.01815342572711302
KF512617		0	good	1598	24228	24785	0.01815342572711302
KF512618		0	good	1623	24228	24785	0.01815342572711302
KF512619		0	good	1602	24228	24785	0.01815342572711302
KF512620		0	good	1602	24228	24785	0.01815342572711302
KF512621		0	good	1623	24228	24785	0.01815342572711302
KF512623		0	good	1602	24228	24785	0.01815342572711302
KF512622		0	good	1606	24228	24785	0.01815342572711302
KF512624		0	good	1623	24228	24785	0.01815342572711302
KF512625		0	good	1602	24228	24785	0.01815342572711302
KF512627		0	good	1594	24228	24785	0.01815342572711302
KF512626		0	good	1602	24228	24785	0.01815342572711302
KF512629		0	good	1623	24228	24785	0.01815342572711302
KF512633		0	good	1594	24228	24785	0.01815342572711302
KF512628		0	good	1623	24228	24785	0.01815342572711302
KF512630		0	good	1598	24228	24785	0.01815342572711302
KF512632		0	good	1598	24228	24785	0.01815342572711302
KF512631		0	good	1598	24228	24785	0.01815342572711302
KF512636		0	good	1602	24228	24785	0.01815342572711302
KF512634		0	good	1602	24228	24785	0.01815342572711302
KF512638		0	good	1590	24228	24785	0.01815342572711302
KF512637		0	good	1594	24228	24785	0.01815342572711302
KF512635		0	good	1598	24228	24785	0.01815342572711302
KF512639		0	good	1602	24228	24785	0.01815342572711302
KF512642		0	good	1594	24228	24785	0.01815342572711302
KF512640		0	good	1598	24228	24785	0.01815342572711302
KF512645		0	good	1602	24228	24785	0.01815342572711302
KF512641		0	good	1598	24228	24785	0.01815342572711302
KF512644		0	good	1554	24228	24785	0.01815342572711302
KF512643		0	good	1602	24228	24785	0.01815342572711302
KF512646		0	good	1602	24228	24785	0.01815342572711302
KF512647		0	good	1594	24228	24785	0.01815342572711302
KF512650		0	good	1602	24228	24785	0.01815342572711302
KF512651		0	good	1590	24228	24785	0.01815342572711302
KF512648		0	good	1602	24228	24785	0.01815342572711302
KF512649		0	good	1598	24228	24785	0.01815342572711302
KF512652		0	good	1598	24228	24785	0.01815342572711302
KF512653		0	good	1586	24228	24785	0.01815342572711302
KF512654		0	good	1602	24228	24785	0.01815342572711302
KF512660		0	good	1602	24228	24785	0.01815342572711302
KF512655		0	good	1598	24228	24785	0.01815342572711302
KF512656		0	good	1598	24228	24785	0.01815342572711302
KF512657		0	good	1602	24228	24785	0.01815342572711302
KF512658		0	good	1602	24228	24785	0.01815342572711302
KF512659		0	good	1598	24228	24785	0.01815342572711302
KF512661		0	good	1602	24228	24785	0.01815342572711302
KF512662		0	good	1602	24228	24785	0.01815342572711302
KF512663		0	good	1602	24228	24785	0.01815342572711302
KF524845		0	good	1088	26141	29368	0.10501659184071833
KF524846		0	good	1088	26139	26526	0.012622812154336652
KF524844		4	good	1103	26139	26719	0.018901685210488645
KF524847		0	good	1045	26154	26524	0.012069750797059015
KF524838		0	good	593	14944	15150	0.006734335350380636
KF524849		0	good	1028	26150	26525	0.012232415902140673
KF524850		0	good	1083	26142	26526	0.012525213091287657
KF524842		0	good	613	14930	15144	0.006994599518511289
KF524848		0	good	1048	26154	26525	0.012102283818075347
KF524851		0	good	1166	26112	26525	0.013468670700761272
KF524852		0	good	1166	26112	26525	0.013468670700761272
KF524855		0	good	1208	29389	29804	0.013533736742793935
KF524857		0	good	1213	29386	29804	0.01363133580584293
KF524854		0	good	1217	29386	29804	0.01363133580584293
KF524856		0	good	1214	29387	29804	0.0135988027848266
KF524858		0	good	1187	29396	29804	0.013306005595679614
KF524859		0	good	1117	29391	29785	0.012850543301450973
KF530062		48.302500	mediocre	88737	39	30613	0.9332097078534712
KF530061		0	good	90678	21	30613	0.995282711952632
KF530064		0	good	90698	21	30613	0.995282711952632
KF530065		0	good	90694	21	30613	0.995282711952632
KF530060		0	good	90782	21	30613	0.995282711952632
KF530059		34.751025	mediocre	88817	87	30613	0.9385125902791334
KF530066		0	good	90667	34	30613	0.9948597826794197
KF530063		4	good	90767	21	30613	0.995282711952632
KF530067		0	good	91036	8	30627	0.9961611035200729
KF530071		0	good	90947	21	30613	0.995282711952632
KF530070		4	good	90733	21	30613	0.995282711952632
KF530068		4	good	90707	21	30613	0.995282711952632
KF530072		0	good	90662	21	30613	0.995282711952632
KF530069		4	good	90736	21	30613	0.995282711952632
KF530073		0	good	90690	21	30613	0.995282711952632
KF530074		0	good	90697	24	30629	0.9957056412258443
KF530075		0	good	90626	21	30613	0.995282711952632
KF530077		0	good	90766	21	30613	0.995282711952632
KF530079		0	good	90963	21	30613	0.995282711952632
KF530076		25	good	91043	7	30627	0.9961936365410892
KF530078		0	good	90663	34	30617	0.994989914763485
KF530081		4	good	90740	22	30613	0.9952501789316156
KF530080		0	good	90670	21	30613	0.995282711952632
KF530082		0	good	90971	21	30613	0.995282711952632
KF530084		4	good	90761	21	30612	0.9952501789316156
KF530085		0	good	90730	29	30613	0.9950224477845012
KF530083		0	good	90766	21	30613	0.995282711952632
KF530086		0	good	90766	21	30613	0.995282711952632
KF530087		0	good	90770	21	30613	0.995282711952632
KF530088		0	good	90959	21	30613	0.995282711952632
KF530089		0	good	91057	7	30629	0.9962587025831219
KF530090		0	good	90654	21	30613	0.995282711952632
KF530091		0	good	91043	7	30627	0.9961936365410892
KF530092		0	good	90634	21	30613	0.995282711952632
KF530093		10.176100	good	89442	115	30613	0.9552020300605114
KF572627		4	good	3694	22355	23629	0.04147960179582276
KF530095		0	good	90999	11	30627	0.9960635044570239
KF572629		4	good	3686	22355	23629	0.04147960179582276
KF572628		4	good	3694	22355	23629	0.04147960179582276
KF530094		0	good	90971	21	30613	0.995282711952632
KF530096		0	good	90952	24	30627	0.9956405751838115
KF572632		4	good	3686	22355	23629	0.04147960179582276
KF572631		4	good	3698	22355	23629	0.04147960179582276
KF572630		4	good	3694	22355	23629	0.04147960179582276
KF530099		4	good	90780	21	30613	0.995282711952632
KF572633		4	good	3694	22355	23629	0.04147960179582276
KF572634		4	good	3694	22355	23629	0.04147960179582276
KF530097		0	good	90650	21	30613	0.995282711952632
KF572635		4	good	3698	22355	23629	0.04147960179582276
KF530098		4	good	90776	21	30613	0.995282711952632
KF572636		4	good	3698	22355	23629	0.04147960179582276
KF572637		4	good	3698	22355	23629	0.04147960179582276
KF572638		4	good	3686	22355	23629	0.04147960179582276
KF572639		4	good	3690	22355	23629	0.04147960179582276
KF572640		4	good	3690	22355	23629	0.04147960179582276
KF572641		4	good	3690	22355	23629	0.04147960179582276
KF572642		4	good	3690	22355	23629	0.04147960179582276
KF572646		4	good	3690	22355	23629	0.04147960179582276
KF572643		4	good	3690	22355	23629	0.04147960179582276
KF572645		4	good	3686	22355	23629	0.04147960179582276
KF572644		4	good	3682	22355	23629	0.04147960179582276
KF572647		4	good	3694	22355	23629	0.04147960179582276
KF572648		4	good	3698	22355	23629	0.04147960179582276
KF572652		4	good	3694	22355	23629	0.04147960179582276
KF572650		4	good	3702	22355	23629	0.04147960179582276
KF572649		4	good	3690	22355	23629	0.04147960179582276
KF572651		4	good	3698	22355	23629	0.04147960179582276
KF572654		4	good	3702	22355	23629	0.04147960179582276
KF572653		4	good	3714	22355	23629	0.04147960179582276
KF572655		4	good	3706	22355	23629	0.04147960179582276
KF572657		4	good	3710	22355	23629	0.04147960179582276
KF572658		4	good	3714	22355	23629	0.04147960179582276
KF572656		4	good	3710	22355	23629	0.04147960179582276
KF572659		4	good	3698	22355	23629	0.04147960179582276
KF572662		4	good	3690	22355	23629	0.04147960179582276
KF572661		4	good	3718	22355	23629	0.04147960179582276
KF572660		4	good	3694	22355	23629	0.04147960179582276
KF572663		4	good	3694	22355	23629	0.04147960179582276
KF572664		4	good	3722	22355	23629	0.04147960179582276
KF572665		4	good	3718	22355	23629	0.04147960179582276
KF572666		4	good	3718	22355	23629	0.04147960179582276
KF572668		4	good	3706	22355	23629	0.04147960179582276
KF572667		4	good	3706	22355	23629	0.04147960179582276
KF572671		4	good	3722	22355	23629	0.04147960179582276
KF572669		4	good	3710	22355	23629	0.04147960179582276
KF572670		4	good	3690	22355	23629	0.04147960179582276
KF572672		4	good	3722	22355	23629	0.04147960179582276
KF572673		4	good	3690	22355	23629	0.04147960179582276
KF572674		4	good	3698	22355	23629	0.04147960179582276
KF572677		4	good	3698	22355	23629	0.04147960179582276
KF572680		4	good	3698	22355	23629	0.04147960179582276
KF572675		4	good	3698	22355	23629	0.04147960179582276
KF572676		4	good	3694	22355	23629	0.04147960179582276
KF572678		4	good	3698	22355	23629	0.04147960179582276
KF572679		4	good	3698	22355	23629	0.04147960179582276
KF572681		4	good	3698	22355	23629	0.04147960179582276
KF572682		4	good	3698	22355	23629	0.04147960179582276
KF572685		4	good	3698	22355	23629	0.04147960179582276
KF572683		4	good	3698	22355	23629	0.04147960179582276
KF572684		4	good	3694	22355	23629	0.04147960179582276
KF572686		4	good	3698	22355	23629	0.04147960179582276
KF572687		4	good	3698	22355	23629	0.04147960179582276
KF572689		4	good	3698	22355	23629	0.04147960179582276
KF572688		4	good	3698	22355	23629	0.04147960179582276
KF572691		4	good	3698	22355	23629	0.04147960179582276
KF572690		4	good	3698	22355	23629	0.04147960179582276
KF572693		4	good	3698	22355	23629	0.04147960179582276
KF572692		4	good	3698	22355	23629	0.04147960179582276
KF572694		4	good	3698	22355	23629	0.04147960179582276
KF572695		4	good	3694	22355	23629	0.04147960179582276
KF572697		4	good	3698	22355	23629	0.04147960179582276
KF572696		4	good	3694	22355	23629	0.04147960179582276
KF572700		4	good	3694	22355	23629	0.04147960179582276
KF572698		4	good	3698	22355	23629	0.04147960179582276
KF572699		4	good	3698	22355	23629	0.04147960179582276
KF572702		4	good	3690	22355	23629	0.04147960179582276
KF572701		4	good	3698	22355	23629	0.04147960179582276
KF572708		0	good	3993	29104	30450	0.043821979308998636
KF572706		4	good	3698	22355	23629	0.04147960179582276
KF572703		4	good	3694	22355	23629	0.04147960179582276
KF572705		4	good	3690	22355	23629	0.04147960179582276
KF572710		0	good	3985	29104	30450	0.043821979308998636
KF572711		0	good	3993	29104	30450	0.043821979308998636
KF572712		0	good	3993	29104	30450	0.043821979308998636
KF572709		0	good	3981	29104	30450	0.043821979308998636
KF572713		0	good	3993	29104	30450	0.043821979308998636
KF572714		0	good	3993	29104	30450	0.043821979308998636
KF572704		4	good	3698	22355	23629	0.04147960179582276
KF572716		0	good	3993	29104	30450	0.043821979308998636
KF572717		0	good	3993	29104	30450	0.043821979308998636
KF572715		0	good	3989	29104	30450	0.043821979308998636
KF572707		4	good	3690	22355	23629	0.04147960179582276
KF572718		0	good	3989	29104	30450	0.043821979308998636
KF572720		0	good	3993	29104	30450	0.043821979308998636
KF572719		0	good	3993	29104	30450	0.043821979308998636
KF572722		0	good	3989	29104	30450	0.043821979308998636
KF572721		0	good	3989	29104	30450	0.043821979308998636
KF572723		0	good	3993	29104	30450	0.043821979308998636
KF572727		0	good	3977	29104	30450	0.043821979308998636
KF572726		0	good	3989	29104	30450	0.043821979308998636
KF572725		0	good	3973	29104	30450	0.043821979308998636
KF572724		0	good	3977	29104	30450	0.043821979308998636
KF572730		0	good	3973	29104	30450	0.043821979308998636
KF572729		0	good	3977	29104	30450	0.043821979308998636
KF572728		0	good	3989	29104	30450	0.043821979308998636
KF572731		0	good	3985	29104	30450	0.043821979308998636
KF572732		0	good	3993	29104	30450	0.043821979308998636
KF572736		0	good	3993	29104	30450	0.043821979308998636
KF572733		0	good	3989	29104	30450	0.043821979308998636
KF572734		0	good	3993	29104	30450	0.043821979308998636
KF572735		0	good	3989	29104	30450	0.043821979308998636
KF572739		0	good	3961	29104	30450	0.043821979308998636
KF572737		0	good	3993	29104	30450	0.043821979308998636
KF572738		0	good	3985	29104	30450	0.043821979308998636
KF572741		0	good	3981	29104	30450	0.043821979308998636
KF572740		0	good	3981	29104	30450	0.043821979308998636
KF572744		0	good	3985	29104	30450	0.043821979308998636
KF572742		0	good	3985	29104	30450	0.043821979308998636
KF572743		0	good	3985	29104	30450	0.043821979308998636
KF572745		0	good	3953	29104	30450	0.043821979308998636
KF572746		0	good	3945	29104	30450	0.043821979308998636
KF572747		0	good	3945	29104	30450	0.043821979308998636
KF572748		0	good	3949	29104	30450	0.043821979308998636
KF572750		0	good	3981	29104	30450	0.043821979308998636
KF572751		0	good	3993	29104	30450	0.043821979308998636
KF572749		0	good	3985	29104	30450	0.043821979308998636
KF572752		0	good	3981	29104	30450	0.043821979308998636
KF572753		0	good	3989	29104	30450	0.043821979308998636
KF572757		0	good	3989	29104	30450	0.043821979308998636
KF572754		0	good	3989	29104	30450	0.043821979308998636
KF572755		0	good	3985	29104	30450	0.043821979308998636
KF572756		0	good	3989	29104	30450	0.043821979308998636
KF572761		0	good	3993	29104	30450	0.043821979308998636
KF572758		0	good	3993	29104	30450	0.043821979308998636
KF572760		0	good	3993	29104	30450	0.043821979308998636
KF572759		0	good	3985	29104	30450	0.043821979308998636
KF572762		0	good	3993	29104	30450	0.043821979308998636
KF572763		0	good	3993	29104	30450	0.043821979308998636
KF572764		0	good	3993	29104	30450	0.043821979308998636
KF572766		0	good	3993	29104	30450	0.043821979308998636
KF572765		0	good	3989	29104	30450	0.043821979308998636
KF572767		0	good	3993	29104	30450	0.043821979308998636
KF572770		0	good	3993	29104	30450	0.043821979308998636
KF572769		0	good	3993	29104	30450	0.043821979308998636
KF572768		0	good	3993	29104	30450	0.043821979308998636
KF572771		0	good	3993	29104	30450	0.043821979308998636
KF572773		0	good	3993	29104	30450	0.043821979308998636
KF572772		0	good	3993	29104	30450	0.043821979308998636
KF572774		0	good	3993	29104	30450	0.043821979308998636
KF572775		0	good	3993	29104	30450	0.043821979308998636
KF572776		0	good	3993	29104	30450	0.043821979308998636
KF572778		0	good	3989	29104	30450	0.043821979308998636
KF572777		0	good	3993	29104	30450	0.043821979308998636
KF572779		0	good	3993	29104	30450	0.043821979308998636
KF572780		0	good	3989	29104	30450	0.043821979308998636
KF572782		0	good	3993	29104	30450	0.043821979308998636
KF572781		0	good	3993	29104	30450	0.043821979308998636
